Date,Sun_Alt,Deviation_From_Ideal,Regulus_Alt,Is_Visible,Visibility_Delta_Sec,Moon_Alt,Moon_Illum_%,Venus_Az,Venus_Alt,Mars_Az,Mars_Alt,Jupiter_Az,Jupiter_Alt,Neptune_Az,Neptune_Alt,Saturn_Az,Saturn_Alt,Mercury_Az,Mercury_Alt,Uranus_Az,Uranus_Alt,Pluto_Az,Pluto_Alt,Sirius_Az,Sirius_Alt,Vega_Az,Vega_Alt,Mars_Delta_Sec
2020-10-14,-26.4587,19.9587,24.3412,True,0.0000,11.4190,11.0718,87.8312,11.4357,260.8877,25.9231,280.8399,-64.8890,267.0568,-5.9058,277.8132,-58.4453,85.1937,-47.1857,260.2593,44.4144,277.5410,-61.5540,157.4692,40.2565,347.0775,-19.6781,41013.0597
2020-10-15,-27.4391,20.9391,24.3408,True,0.0000,-3.3559,4.7649,87.6456,10.2704,261.0127,25.6214,280.7805,-64.7959,267.0593,-5.9273,277.8012,-58.4204,85.1126,-47.1120,260.2682,44.3767,277.5366,-61.5491,157.4686,40.2564,347.0773,-19.6781,41043.0363
2020-10-16,-28.4164,21.9164,24.3440,True,0.0000,-18.2860,1.0171,87.4641,9.1085,261.1398,25.3188,280.7234,-64.7037,267.0639,-5.9520,277.7915,-58.3975,85.0214,-46.9016,260.2799,44.3353,277.5350,-61.5472,157.4729,40.2576,347.0804,-19.6789,41073.5577
2020-10-17,-29.3977,22.8977,24.3435,True,0.0000,-33.2890,0.2348,87.2823,7.9437,261.2643,25.0232,280.6616,-64.6053,267.0664,-5.9728,277.7782,-58.3693,84.9143,-46.5554,260.2890,44.2971,277.5302,-61.5413,157.4723,40.2574,347.0802,-19.6788,41103.4400
2020-10-18,-30.3793,23.8793,24.3431,True,0.0000,-48.1667,2.5206,87.1023,6.7808,261.3883,24.7319,280.5987,-64.5043,267.0688,-5.9932,277.7644,-58.3396,84.7931,-46.0651,260.2981,44.2587,277.5252,-61.5348,157.4717,40.2572,347.0799,-19.6788,41133.1982
2020-10-19,-31.3613,24.8613,24.3426,True,0.0000,-62.6842,7.6423,86.9237,5.6212,261.5116,24.4457,280.5347,-64.4007,267.0713,-6.0133,277.7499,-58.3083,84.6576,-45.4288,260.3072,44.2201,277.5200,-61.5279,157.4711,40.2569,347.0797,-19.6787,41162.7833
2020-10-20,-32.3437,25.8437,24.3422,True,0.0000,-76.3232,15.0949,86.7466,4.4680,261.6339,24.1654,280.4696,-64.2944,267.0737,-6.0329,277.7348,-58.2755,84.5079,-44.6484,260.3164,44.1812,277.5145,-61.5205,157.4705,40.2567,347.0795,-19.6787,41192.1477
2020-10-21,-33.3263,26.8263,24.3417,True,0.0000,-83.4988,24.2239,86.5706,3.3258,261.7552,23.8918,280.4035,-64.1857,267.0760,-6.0522,277.7191,-58.2411,84.3445,-43.7306,260.3257,44.1421,277.5089,-61.5127,157.4700,40.2565,347.0792,-19.6787,41221.2463
2020-10-22,-34.3091,27.8091,24.3413,True,0.0000,-73.3906,34.3522,86.3956,2.2033,261.8752,23.6254,280.3365,-64.0744,267.0784,-6.0711,277.7027,-58.2051,84.1684,-42.6875,260.3350,44.1029,277.5031,-61.5043,157.4694,40.2563,347.0790,-19.6786,41250.0362
2020-10-23,-35.2922,28.7922,24.3408,True,0.0000,-60.7930,44.8680,86.2215,1.1160,261.9937,23.3671,280.2686,-63.9606,267.0807,-6.0897,277.6858,-58.1675,83.9810,-41.5378,260.3444,44.0635,277.4970,-61.4955,157.4688,40.2561,347.0788,-19.6786,41278.4773
2020-10-24,-36.2755,29.7755,24.3404,True,0.0000,-48.2342,55.2643,86.0481,0.0881,262.1106,23.1172,280.1997,-63.8444,267.0829,-6.1078,277.6683,-58.1285,83.7839,-40.3064,260.3538,44.0239,277.4907,-61.4862,157.4682,40.2559,347.0786,-19.6786,41306.5323
2020-10-25,-37.2590,30.7590,24.3399,True,0.0000,-35.8902,65.1393,85.8753,-1.6447,262.2257,22.8765,280.1301,-63.7258,267.0851,-6.1255,277.6502,-58.0879,83.5788,-39.0241,260.3632,43.9843,277.4842,-61.4765,157.4676,40.2558,347.0783,-19.6786,41334.1665
2020-10-26,-38.2391,31.7391,24.3431,True,0.0000,-23.7524,74.1788,85.7049,-2.8330,262.3412,22.6418,280.0630,-63.6083,267.0894,-6.1464,277.6344,-58.0494,83.3702,-37.7229,260.3753,43.9409,277.4804,-61.4698,157.4720,40.2570,347.0814,-19.6794,41361.8977
2020-10-27,-39.2229,32.7229,24.3426,True,0.0000,-11.7673,82.1336,85.5327,-4.0264,262.4525,22.4208,279.9919,-63.4848,267.0915,-6.1633,277.6151,-58.0059,83.1551,-36.4486,260.3848,43.9010,277.4735,-61.4591,157.4714,40.2568,347.0812,-19.6794,41388.5964
2020-10-28,-40.2070,33.7070,24.3422,True,0.0000,0.5692,88.8016,85.3606,-5.2211,262.5616,22.2103,279.9200,-63.3590,267.0935,-6.1797,277.5954,-57.9608,82.9377,-35.2365,260.3942,43.8611,277.4664,-61.4480,157.4708,40.2566,347.0809,-19.6794,41414.7864
2020-10-29,-41.1911,34.6911,24.3417,True,0.0000,12.0074,94.0165,85.1884,-6.4173,262.6685,22.0106,279.8475,-63.2309,267.0956,-6.1957,277.5750,-57.9142,82.7194,-34.1236,260.4037,43.8210,277.4591,-61.4364,157.4702,40.2564,347.0807,-19.6793,41440.4435
2020-10-30,-42.1754,35.6754,24.3413,True,0.0000,23.7682,97.6442,85.0160,-7.6147,262.7731,21.8222,279.7745,-63.1005,267.0976,-6.2113,277.5542,-57.8662,82.5015,-33.1425,260.4132,43.7810,277.4516,-61.4243,157.4697,40.2562,347.0804,-19.6793,41465.5453
2020-10-31,-43.1598,36.6598,24.3408,True,0.0000,35.5539,99.5844,84.8432,-8.8135,262.8753,21.6453,279.7008,-62.9678,267.0995,-6.2264,277.5329,-57.8167,82.2850,-32.3197,260.4226,43.7408,277.4439,-61.4117,157.4691,40.2559,347.0802,-19.6793,41490.0717
2020-11-01,-44.1442,37.6442,24.3404,True,0.0000,47.3568,99.7744,84.6699,-10.0136,262.9750,21.4802,279.6266,-62.8329,267.1014,-6.2411,277.5110,-57.7658,82.0703,-31.6743,260.4321,43.7007,277.4361,-61.3988,157.4685,40.2557,347.0799,-19.6793,41514.0045
2020-11-02,-45.1288,38.6288,24.3399,True,0.0000,59.1519,98.1938,84.4958,-11.2149,263.0722,21.3271,279.5520,-62.6957,267.1033,-6.2553,277.4886,-57.7134,81.8578,-31.2184,260.4416,43.6606,277.4280,-61.3853,157.4680,40.2555,347.0797,-19.6792,41537.3272
2020-11-03,-46.1134,39.6134,24.3395,True,0.0000,70.8072,94.8668,84.3208,-12.4174,263.1668,21.1863,279.4769,-62.5563,267.1051,-6.2690,277.4658,-57.6596,81.6475,-30.9567,260.4511,43.6206,277.4198,-61.3714,157.4674,40.2553,347.0794,-19.6792,41560.0252
2020-11-04,-47.0981,40.5981,24.3390,True,0.0000,81.3221,89.8628,84.1448,-13.6212,263.2587,21.0580,279.4013,-62.4148,267.1069,-6.2823,277.4424,-57.6044,81.4392,-30.8878,260.4605,43.5805,277.4113,-61.3571,157.4668,40.2551,347.0792,-19.6792,41582.0852
2020-11-05,-48.0827,41.5827,24.3385,True,0.0000,80.9678,83.2959,83.9675,-14.8260,263.3479,20.9422,279.3253,-62.2711,267.1086,-6.2951,277.4186,-57.5478,81.2326,-31.0054,260.4700,43.5405,277.4027,-61.3423,157.4663,40.2549,347.0789,-19.6792,41603.4954
2020-11-06,-49.0638,42.5638,24.3417,True,0.0000,70.0098,75.3256,83.7910,-16.0284,263.4366,20.8356,279.2522,-62.1289,267.1124,-6.3110,277.3971,-57.4934,81.0294,-31.2958,260.4821,43.4971,277.3968,-61.3306,157.4706,40.2561,347.0820,-19.6800,41624.7845
2020-11-07,-50.0483,43.5483,24.3412,True,0.0000,57.6507,66.1618,83.6106,-17.2355,263.5203,20.7454,279.1755,-61.9810,267.1140,-6.3228,277.3723,-57.4340,80.8242,-31.7533,260.4915,43.4572,277.3877,-61.3150,157.4701,40.2558,347.0818,-19.6800,41644.8647
2020-11-08,-51.0327,44.5327,24.3408,True,0.0000,44.7894,56.0751,83.4284,-18.4436,263.6011,20.6682,279.0985,-61.8310,267.1156,-6.3341,277.3470,-57.3732,80.6187,-32.3603,260.5009,43.4175,277.3785,-61.2989,157.4695,40.2556,347.0816,-19.6800,41664.2680
2020-11-09,-52.0170,45.5170,24.3403,True,0.0000,31.5298,45.4142,83.2441,-19.6527,263.6791,20.6039,279.0212,-61.6789,267.1171,-6.3449,277.3213,-57.3111,80.4120,-33.1019,260.5103,43.3779,277.3690,-61.2823,157.4690,40.2555,347.0813,-19.6800,41682.9879
2020-11-10,-53.0010,46.5010,24.3398,True,0.0000,17.8914,34.6247,83.0576,-20.8627,263.7542,20.5526,278.9437,-61.5248,267.1185,-6.3552,277.2951,-57.2476,80.2033,-33.9634,260.5196,43.3385,277.3594,-61.2654,157.4684,40.2553,347.0810,-19.6800,41701.0190
2020-11-11,-53.9847,47.4847,24.3394,True,0.0000,3.9875,24.2612,82.8686,-22.0737,263.8265,20.5144,278.8660,-61.3687,267.1199,-6.3650,277.2685,-57.1828,79.9917,-34.9305,260.5289,43.2992,277.3496,-61.2480,157.4678,40.2551,347.0808,-19.6800,41718.3579
2020-11-12,-54.9679,48.4679,24.3389,True,0.0000,-10.5988,14.9750,82.6767,-23.2855,263.8958,20.4893,278.7880,-61.2107,267.1213,-6.3743,277.2415,-57.1167,79.7762,-35.9898,260.5381,43.2601,277.3396,-61.2302,157.4673,40.2548,347.0805,-19.6800,41735.0021
2020-11-13,-55.9507,49.4507,24.3385,True,0.0000,-25.2670,7.4611,82.4819,-24.4981,263.9623,20.4773,278.7100,-61.0506,267.1226,-6.3831,277.2141,-57.0492,79.5558,-37.1290,260.5473,43.2212,277.3295,-61.2119,157.4667,40.2546,347.0802,-19.6800,41750.9512
2020-11-13,-56.9329,50.4329,24.3380,True,0.0000,-40.0826,2.3593,82.2838,-25.7114,264.0259,20.4784,278.6318,-60.8886,267.1238,-6.3913,277.1863,-56.9804,79.3295,-38.3370,260.5564,43.1825,277.3192,-61.1933,157.4662,40.2544,347.0800,-19.6799,41766.2061
2020-11-14,-57.9143,51.4143,24.3375,True,0.0000,-54.8628,0.1260,82.0821,-26.9255,264.0865,20.4926,278.5535,-60.7247,267.1250,-6.3990,277.1582,-56.9104,79.0963,-39.6038,260.5654,43.1440,277.3087,-61.1742,157.4656,40.2542,347.0797,-19.6799,41780.7689
2020-11-15,-58.8913,52.3913,24.3407,True,0.0000,-69.2968,0.9282,81.8788,-28.1366,264.1466,20.5161,278.4782,-60.5625,267.1282,-6.4098,277.1324,-56.8427,78.8575,-40.9168,260.5771,43.1022,277.3010,-61.1583,157.4700,40.2553,347.0828,-19.6807,41795.1772
2020-11-16,-59.8708,53.3708,24.3402,True,0.0000,-81.9652,4.6074,81.6690,-29.3518,264.2015,20.5562,278.3997,-60.3949,267.1293,-6.4164,277.1035,-56.7701,78.6067,-42.2755,260.5860,43.0643,277.2902,-61.1384,157.4695,40.2551,347.0825,-19.6807,41808.3662
2020-11-17,-60.8490,54.3490,24.3397,True,0.0000,-79.1262,10.7338,81.4547,-30.5676,264.2536,20.6091,278.3213,-60.2254,267.1303,-6.4225,277.0742,-56.6962,78.3450,-43.6695,260.5949,43.0266,277.2792,-61.1181,157.4689,40.2549,347.0823,-19.6807,41820.8750
2020-11-18,-61.8258,55.3258,24.3393,True,0.0000,-66.4258,18.7204,81.2353,-31.7838,264.3030,20.6747,278.2428,-60.0542,267.1313,-6.4280,277.0446,-56.6212,78.0709,-45.0929,260.6037,42.9893,277.2681,-61.0975,157.4684,40.2547,347.0820,-19.6807,41832.7094
2020-11-19,-62.8009,56.3009,24.3388,True,0.0000,-53.3852,27.9437,81.0106,-33.0005,264.3495,20.7529,278.1643,-59.8812,267.1322,-6.4330,277.0146,-56.5450,77.7828,-46.5406,260.6125,42.9523,277.2567,-61.0764,157.4679,40.2545,347.0818,-19.6807,41843.8755
2020-11-20,-63.7742,57.2742,24.3383,True,0.0000,-40.6050,37.8306,80.7800,-34.2175,264.3933,20.8434,278.0859,-59.7064,267.1330,-6.4374,276.9843,-56.4675,77.4787,-48.0082,260.6212,42.9156,277.2452,-61.0550,157.4673,40.2543,347.0815,-19.6807,41854.3808
2020-11-21,-64.7453,58.2453,24.3379,True,0.0000,-28.1340,47.8988,80.5432,-35.4349,264.4343,20.9460,278.0076,-59.5300,267.1338,-6.4413,276.9537,-56.3889,77.1564,-49.4921,260.6298,42.8792,277.2336,-61.0332,157.4668,40.2541,347.0812,-19.6807,41864.2332
2020-11-22,-65.7139,59.2139,24.3374,True,0.0000,-15.9331,57.7607,80.2995,-36.6525,264.4727,21.0606,277.9293,-59.3519,267.1345,-6.4446,276.9227,-56.3092,76.8136,-50.9889,260.6382,42.8433,277.2217,-61.0110,157.4662,40.2539,347.0809,-19.6807,41873.4415
2020-11-23,-66.6797,60.1797,24.3369,True,0.0000,-3.9376,67.1060,80.0484,-37.8704,264.5084,21.1869,277.8512,-59.1721,267.1351,-6.4474,276.8915,-56.2283,76.4473,-52.4960,260.6466,42.8077,277.2098,-60.9885,157.4657,40.2537,347.0807,-19.6807,41882.0148
2020-11-24,-67.6422,61.1422,24.3365,True,0.0000,8.0299,75.6791,79.7893,-39.0884,264.5415,21.3248,277.7732,-58.9907,267.1357,-6.4496,276.8600,-56.1463,76.0542,-54.0109,260.6549,42.7725,277.1977,-60.9656,157.4652,40.2535,347.0804,-19.6808,41889.9624
2020-11-25,-68.5976,62.0976,24.3396,True,0.0000,19.7553,83.2577,79.5241,-40.3031,264.5743,21.4704,277.6982,-58.8113,267.1383,-6.4549,276.8310,-56.0667,75.6340,-55.5282,260.6658,42.7342,277.1883,-60.9459,157.4696,40.2546,347.0834,-19.6816,41897.8272
2020-11-26,-69.5522,63.0522,24.3392,True,0.0000,31.5158,89.6392,79.2469,-41.5213,264.6023,21.6306,277.6206,-58.6268,267.1387,-6.4559,276.7990,-55.9825,75.1755,-57.0530,260.6739,42.6998,277.1760,-60.9223,157.4690,40.2544,347.0831,-19.6816,41904.5523
2020-11-27,-70.5018,64.0018,24.3387,True,0.0000,43.3112,94.6348,78.9595,-42.7395,264.6278,21.8017,277.5431,-58.4407,267.1391,-6.4564,276.7667,-55.8972,74.6765,-58.5805,260.6819,42.6660,277.1635,-60.8984,157.4685,40.2542,347.0829,-19.6816,41910.6805
2020-11-28,-71.4456,64.9456,24.3382,True,0.0000,55.1451,98.0720,78.6609,-43.9577,264.6509,21.9834,277.4658,-58.2531,267.1395,-6.4564,276.7343,-55.8109,74.1307,-60.1092,260.6898,42.6325,277.1508,-60.8741,157.4680,40.2540,347.0826,-19.6816,41916.2213
2020-11-29,-72.3827,65.8827,24.3378,True,0.0000,66.9483,99.8020,78.3502,-45.1758,264.6716,22.1756,277.3887,-58.0640,267.1397,-6.4558,276.7015,-55.7235,73.5303,-61.6379,260.6976,42.5996,277.1381,-60.8495,157.4675,40.2537,347.0823,-19.6815,41921.1839
2020-11-30,-73.3118,66.8118,24.3373,True,0.0000,78.2456,99.7126,78.0263,-46.3936,264.6899,22.3779,277.3119,-57.8735,267.1399,-6.4546,276.6686,-55.6351,72.8657,-63.1654,260.7052,42.5671,277.1252,-60.8245,157.4670,40.2535,347.0820,-19.6815,41925.5772
2020-12-01,-74.2315,67.7315,24.3368,True,0.0000,83.2311,97.7405,77.6880,-47.6112,264.7059,22.5901,277.2353,-57.6815,267.1401,-6.4528,276.6354,-55.5457,72.1253,-64.6908,260.7128,42.5352,277.1121,-60.7992,157.4665,40.2533,347.0817,-19.6815,41929.4099
2020-12-02,-75.1399,68.6399,24.3364,True,0.0000,73.6882,93.8825,77.3339,-48.8284,264.7195,22.8121,277.1589,-57.4881,267.1402,-6.4505,276.6021,-55.4553,71.2944,-66.2128,260.7203,42.5037,277.0990,-60.7737,157.4660,40.2531,347.0814,-19.6816,41932.6900
2020-12-03,-76.0349,69.5349,24.3359,True,0.0000,61.5112,88.2032,76.9626,-50.0450,264.7309,23.0436,277.0828,-57.2933,267.1402,-6.4476,276.5685,-55.3640,70.3545,-67.7303,260.7276,42.4728,277.0857,-60.7478,157.4655,40.2529,347.0812,-19.6816,41935.4255
2020-12-04,-76.9136,70.4136,24.3354,True,0.0000,48.8139,80.8395,76.5722,-51.2611,264.7401,23.2844,277.0070,-57.0972,267.1401,-6.4441,276.5347,-55.2716,69.2819,-69.2418,260.7349,42.4425,277.0723,-60.7216,157.4650,40.2527,347.0809,-19.6816,41937.6237
2020-12-05,-77.7694,71.2694,24.3386,True,0.0000,35.8217,72.0034,76.1642,-52.4729,264.7493,23.5307,276.9342,-56.9033,267.1421,-6.4437,276.5035,-55.1820,68.0517,-70.7424,260.7446,42.4091,277.0616,-60.6987,157.4694,40.2539,347.0839,-19.6824,41939.8274
2020-12-06,-78.6037,72.1037,24.3381,True,0.0000,22.5723,61.9878,75.7300,-53.6872,264.7541,23.7896,276.8589,-56.7045,267.1419,-6.4391,276.4693,-55.0878,66.6120,-72.2366,260.7516,42.3798,277.0479,-60.6719,157.4689,40.2537,347.0836,-19.6824,41940.9729
2020-12-07,-79.4075,72.9075,24.3377,True,0.0000,9.1050,51.1723,75.2703,-54.9005,264.7567,24.0571,276.7839,-56.5043,267.1416,-6.4340,276.4350,-54.9927,64.9135,-73.7184,260.7584,42.3512,277.0341,-60.6449,157.4684,40.2535,347.0833,-19.6825,41941.6022
2020-12-08,-80.1734,73.6734,24.3372,True,0.0000,-4.7750,40.0318,74.7823,-56.1125,264.7572,24.3333,276.7092,-56.3029,267.1413,-6.4282,276.4006,-54.8967,62.8814,-75.1837,260.7651,42.3231,277.0202,-60.6175,157.4678,40.2532,347.0830,-19.6825,41941.7225
2020-12-09,-80.8916,74.3916,24.3367,True,0.0000,-18.8082,29.1363,74.2629,-57.3230,264.7556,24.6178,276.6348,-56.1003,267.1409,-6.4219,276.3660,-54.7998,60.4112,-76.6273,260.7717,42.2956,277.0062,-60.5899,157.4673,40.2530,347.0827,-19.6825,41941.3409
2020-12-10,-81.5497,75.0497,24.3363,True,0.0000,-33.0528,19.1331,73.7084,-58.5317,264.7519,24.9106,276.5608,-55.8964,267.1405,-6.4150,276.3313,-54.7020,57.3542,-78.0410,260.7781,42.2688,276.9922,-60.5620,157.4668,40.2528,347.0824,-19.6825,41940.4646
2020-12-11,-82.1326,75.6326,24.3358,True,0.0000,-47.4291,10.6968,73.1145,-59.7384,264.7463,25.2115,276.4871,-55.6913,267.1399,-6.4076,276.2965,-54.6034,53.4952,-79.4127,260.7843,42.2426,276.9780,-60.5339,157.4663,40.2526,347.0821,-19.6825,41939.1014
2020-12-12,-82.6222,76.1222,24.3354,True,0.0000,-61.7805,4.4452,72.4765,-60.9426,264.7386,25.5203,276.4138,-55.4850,267.1393,-6.3995,276.2616,-54.5040,48.5200,-80.7236,260.7905,42.2170,276.9638,-60.5055,157.4659,40.2524,347.0818,-19.6825,41937.2584
2020-12-13,-82.9989,76.4989,24.3349,True,0.0000,-75.6474,0.8360,71.7885,-62.1440,264.7289,25.8368,276.3408,-55.2775,267.1387,-6.3909,276.2265,-54.4037,41.9767,-81.9435,260.7965,42.1921,276.9494,-60.4768,157.4654,40.2522,347.0815,-19.6825,41934.9427
2020-12-14,-83.2436,76.7436,24.3344,True,0.0000,-83.7313,0.0805,71.0440,-63.3421,264.7173,26.1609,276.2681,-55.0690,267.1380,-6.3818,276.1914,-54.3027,33.2592,-83.0237,260.8023,42.1679,276.9350,-60.4479,157.4649,40.2519,347.0812,-19.6825,41932.1609
2020-12-15,-83.3416,76.8416,24.3340,True,0.0000,-73.2402,2.1108,70.2351,-64.5364,264.7038,26.4925,276.1959,-54.8593,267.1372,-6.3720,276.1561,-54.2009,21.7266,-83.8890,260.8080,42.1444,276.9204,-60.4188,157.4644,40.2517,347.0809,-19.6825,41928.9190
2020-12-16,-83.2870,76.7870,24.3371,True,0.0000,-59.9259,6.6161,69.3574,-65.7228,264.6907,26.8277,276.1266,-54.6521,267.1384,-6.3653,276.1234,-54.1019,7.2334,-84.4362,260.8162,42.1180,276.9087,-60.3930,157.4689,40.2529,347.0839,-19.6833,41925.7645
2020-12-17,-83.0827,76.5827,24.3366,True,0.0000,-46.6606,13.1285,68.3903,-66.9074,264.6734,27.1735,276.0550,-54.4403,267.1375,-6.3545,276.0880,-53.9986,350.8173,-84.5689,260.8216,42.0958,276.8939,-60.3634,157.4684,40.2527,347.0836,-19.6833,41921.6206
2020-12-18,-82.7414,76.2414,24.3362,True,0.0000,-33.6967,21.1217,67.3249,-68.0857,264.6543,27.5262,275.9838,-54.2275,267.1365,-6.3430,276.0525,-53.8946,334.9103,-84.2551,260.8268,42.0744,276.8791,-60.3337,157.4679,40.2525,347.0833,-19.6834,41917.0337
2020-12-19,-82.2811,75.7811,24.3357,True,0.0000,-21.0664,30.0883,66.1453,-69.2567,264.6334,27.8857,275.9131,-54.0137,267.1355,-6.3311,276.0169,-53.7899,321.5293,-83.5579,260.8319,42.0537,276.8642,-60.3037,157.4674,40.2523,347.0829,-19.6834,41912.0096
2020-12-20,-81.7217,75.2217,24.3353,True,0.0000,-8.7393,39.5824,64.8316,-70.4191,264.6106,28.2516,275.8427,-53.7990,267.1343,-6.3185,275.9813,-53.6846,311.1851,-82.5830,260.8368,42.0337,276.8493,-60.2735,157.4670,40.2521,347.0826,-19.6834,41906.5538
2020-12-21,-81.0818,74.5818,24.3348,True,0.0000,3.5516,49.2313,63.3599,-71.5710,264.5861,28.6239,275.7727,-53.5833,267.1331,-6.3055,275.9457,-53.5786,303.4201,-81.4228,260.8415,42.0145,276.8343,-60.2432,157.4665,40.2519,347.0823,-19.6834,41900.6714
2020-12-22,-80.3773,73.8773,24.3344,True,0.0000,15.3126,58.7247,61.7002,-72.7104,264.5599,29.0023,275.7032,-53.3667,267.1319,-6.2918,275.9100,-53.4719,297.5751,-80.1409,260.8461,41.9960,276.8192,-60.2126,157.4660,40.2517,347.0819,-19.6834,41894.3676
2020-12-23,-79.6215,73.1215,24.3339,True,0.0000,27.1003,67.7966,59.8156,-73.8346,264.5319,29.3867,275.6340,-53.1492,267.1305,-6.2777,275.8743,-53.3647,293.1024,-78.7774,260.8505,41.9783,276.8041,-60.1819,157.4655,40.2515,347.0816,-19.6834,41887.6468
2020-12-24,-78.8247,72.3247,24.3335,True,0.0000,38.8750,76.2034,57.6596,-74.9400,264.5021,29.7770,275.5653,-52.9309,267.1292,-6.2630,275.8386,-53.2568,289.6094,-77.3572,260.8547,41.9614,276.7889,-60.1510,157.4651,40.2513,347.0813,-19.6834,41880.5132
2020-12-25,-77.9951,71.4951,24.3331,True,0.0000,50.6760,83.7083,55.1743,-76.0221,264.4707,30.1728,275.4970,-52.7117,267.1277,-6.2477,275.8029,-53.1484,286.8259,-75.8960,260.8588,41.9452,276.7737,-60.1200,157.4646,40.2511,347.0809,-19.6834,41872.9704
2020-12-26,-77.1423,70.6423,24.3362,True,0.0000,62.4978,90.0710,52.2984,-77.0722,264.4399,30.5706,275.4316,-52.4953,267.1283,-6.2356,275.7698,-53.0430,284.5716,-74.4075,260.8653,41.9262,276.7613,-60.0924,157.4691,40.2523,347.0840,-19.6843,41865.5720
2020-12-27,-76.2647,69.7647,24.3358,True,0.0000,74.1463,95.0472,48.9192,-78.0883,264.4051,30.9772,275.3642,-52.2745,267.1267,-6.2192,275.7341,-52.9335,282.7065,-72.8916,260.8690,41.9116,276.7459,-60.0611,157.4686,40.2521,347.0836,-19.6843,41857.2207
2020-12-28,-75.3695,68.8695,24.3353,True,0.0000,83.3469,98.3982,44.9353,-79.0570,264.3686,31.3891,275.2971,-52.0530,267.1250,-6.2024,275.6984,-52.8234,281.1455,-71.3563,260.8726,41.8978,276.7306,-60.0296,157.4682,40.2519,347.0833,-19.6843,41848.4677
2020-12-29,-74.4597,67.9597,24.3349,True,0.0000,77.7238,99.9088,40.2142,-79.9646,264.3305,31.8059,275.2305,-51.8307,267.1233,-6.1851,275.6627,-52.7129,279.8229,-69.8051,260.8760,41.8848,276.7152,-59.9980,157.4677,40.2517,347.0830,-19.6843,41839.3142
2020-12-30,-73.5377,67.0377,24.3344,True,0.0000,65.7701,99.4120,34.6098,-80.7928,264.2907,32.2277,275.1643,-51.6077,267.1216,-6.1672,275.6270,-52.6018,278.6903,-68.2404,260.8792,41.8726,276.6997,-59.9663,157.4673,40.2515,347.0826,-19.6843,41829.7608
2020-12-31,-72.6053,66.1053,24.3340,True,0.0000,53.0009,96.8150,27.9832,-81.5183,264.2492,32.6542,275.0985,-51.3839,267.1197,-6.1488,275.5914,-52.4903,277.7115,-66.6640,260.8823,41.8611,276.6842,-59.9345,157.4668,40.2513,347.0823,-19.6843,41819.8074
2021-01-01,-71.6643,65.1643,24.3335,True,0.0000,39.9037,92.1211,20.2493,-82.1126,264.2061,33.0853,275.0331,-51.1596,267.1178,-6.1299,275.5557,-52.3783,276.8592,-65.0777,260.8851,41.8505,276.6687,-59.9025,157.4664,40.2511,347.0820,-19.6843,41809.4530
2021-01-02,-70.7158,64.2158,24.3331,True,0.0000,26.5981,85.4440,11.4494,-82.5441,264.1612,33.5209,274.9681,-50.9345,267.1159,-6.1105,275.5201,-52.2660,276.1122,-63.4825,260.8878,41.8407,276.6531,-59.8705,157.4660,40.2509,347.0816,-19.6843,41798.6963
2021-01-03,-69.7609,63.2609,24.3327,True,0.0000,13.1520,77.0110,1.8275,-82.7835,264.1147,33.9609,274.9036,-50.7088,267.1138,-6.0906,275.4845,-52.1531,275.4538,-61.8798,260.8903,41.8318,276.6375,-59.8384,157.4655,40.2507,347.0813,-19.6844,41787.5359
2021-01-04,-68.8004,62.3004,24.3322,True,0.0000,0.0249,67.1585,351.8448,-82.8114,264.0665,34.4052,274.8394,-50.4825,267.1117,-6.0702,275.4490,-52.0399,274.8711,-60.2707,260.8926,41.8236,276.6219,-59.8062,157.4651,40.2505,347.0809,-19.6844,41775.9696
2021-01-05,-67.8385,61.3385,24.3354,True,0.0000,-14.2566,56.3218,342.1044,-82.6265,264.0190,34.8501,274.7782,-50.2592,267.1116,-6.0530,275.4161,-51.9300,274.3563,-58.6598,260.8974,41.8128,276.6091,-59.7775,157.4695,40.2517,347.0839,-19.6852,41764.5596
2021-01-06,-66.8690,60.3690,24.3350,True,0.0000,-28.0838,45.0222,333.0525,-82.2423,263.9674,35.3027,274.7149,-50.0317,267.1094,-6.0316,275.3807,-51.8160,273.8958,-57.0413,260.8993,41.8063,276.5934,-59.7451,157.4691,40.2515,347.0835,-19.6852,41752.1778
2021-01-07,-65.8956,59.3956,24.3345,True,0.0000,-41.9806,33.8473,325.0241,-81.6867,263.9141,35.7594,274.6520,-49.8037,267.1071,-6.0098,275.3453,-51.7017,273.4856,-55.4202,260.9010,41.8006,276.5778,-59.7127,157.4686,40.2513,347.0832,-19.6852,41739.3843
2021-01-08,-64.9190,58.4190,24.3341,True,0.0000,-55.8851,23.4236,318.1083,-80.9915,263.8591,36.2199,274.5896,-49.5751,267.1048,-5.9874,275.3101,-51.5870,273.1202,-53.7980,260.9026,41.7959,276.5621,-59.6802,157.4682,40.2511,347.0828,-19.6852,41726.1771
2021-01-09,-63.9395,57.4395,24.3337,True,0.0000,-69.6113,14.3708,312.2458,-80.1861,263.8023,36.6843,274.5276,-49.3460,267.1024,-5.9646,275.2749,-51.4721,272.7953,-52.1765,260.9040,41.7919,276.5465,-59.6477,157.4678,40.2509,347.0824,-19.6852,41712.5533
